# Song Name;Song Lyric; Season; Episode
########################### Season 1 ###########################
Art of the Dress;Always gotta keep in mind my pacing;S1;E14
Art of the Dress;Making sure the clothes' correctly facing;S1;E14
Art of the Dress;I'm stitching Twilight's dress;S1;E14
Art of the Dress;Yard by yard, fussing on the details;S1;E14
Art of the Dress;Jewel neckline, don't you know a stitch in time saves nine?;S1;E14
Art of the Dress;Make her something perfect to inspire;S1;E14
Art of the Dress;Even though she hates formal attire;S1;E14
Art of the Dress;Gotta mind those intimate details;S1;E14
Art of the Dress;Even though she's more concerned with sales;S1;E14
Art of the Dress;It's Applejack's new dress;S1;E14
Art of the Dress;Dressmaking's easy, for Pinkie Pie something pink;S1;E14
Art of the Dress;Fluttershy something breezy;S1;E14
Art of the Dress;Blend color and form,;S1;E14
Art of the Dress; Do you think it looks cheesy?;S1;E14
Art of the Dress;Something brash, perhaps quite fetching;S1;E14
Art of the Dress;Hook and eye, couldn't you just simply die?;S1;E14
Art of the Dress;Making sure it fits forelock and crest;S1;E14
Art of the Dress;Don't forget some magic in the dress;S1;E14
Art of the Dress;Even though it rides high on the flank;S1;E14
Art of the Dress;Rainbow won't look like a tank;S1;E14
Art of the Dress;I'm stitching Rainbow's dress;S1;E14
Art of the Dress;Piece by piece, snip by snip;S1;E14
Art of the Dress;Croup, dock, haunch, shoulders, hip;S1;E14
Art of the Dress;Thread by thread, primmed and pressed;S1;E14
Art of the Dress;Yard by yard, never stressed;S1;E14
Art of the Dress;And that's the art of the dress!;S1;E14
Art of the Dress;Stitch by stitch, stitching it together;S1;E14
Art of the Dress;Deadline looms, don't you know the client's always right?;S1;E14
Art of the Dress;Even if my fabric choice was perfect;S1;E14
Art of the Dress;Gotta get them all done by tonight;S1;E14
Art of the Dress;Pinkie Pie, that color's too obtrusive;S1;E14
Art of the Dress;Wait until you see it in the light;S1;E14
Art of the Dress;I'm sewing them together!;S1;E14
Art of the Dress;Hour by hour, one more change;S1;E14
Art of the Dress;I'm sewing them together, take great pains;S1;E14
Art of the Dress;Fluttershy, you're putting me in a bind;S1;E14
Art of the Dress;Rainbow Dash, what is on your mind?;S1;E14
Art of the Dress;Oh my gosh, there's simply not much time;S1;E14
Art of the Dress;Don't forget, Applejack's duds must shine;S1;E14
Art of the Dress;Dressmaking's easy, every customer's call;S1;E14
Art of the Dress;Brings a whole new revision;S1;E14
Art of the Dress;Have to pick up the pace, still hold to my vision;S1;E14
Art of the Dress;All we ever want is indecision;S1;E14
Art of the Dress;All we really like is what we know;S1;E14
Art of the Dress;Gotta balance style with adherence;S1;E14
Art of the Dress;Making sure we make a good appearance;S1;E14
Art of the Dress;Even if you simply have to fudge it;S1;E14
Art of the Dress;Make sure that it stays within our budget;S1;E14
Art of the Dress;Got to overcome intimidation;S1;E14
Art of the Dress;Remember, it's all in the presentation!;S1;E14
Art of the Dress;Piece by piece, snip by snip;S1;E14
Art of the Dress;Croup, dock, haunch, shoulders, hip;S1;E14
Art of the Dress;Bolt by bolt, primmed and pressed;S1;E14
Art of the Dress;Yard by yard, always stressed;S1;E14
Art of the Dress;And that's the art of the dress!;S1;E14
Hush Now Lullaby;Hush now, quiet now;S1;E17
Hush Now Lullaby;It's time to lay your sleepy head;S1;E17
Hush Now Lullaby;Hush now, quiet now;S1;E17
Hush Now Lullaby;It's time to go to bed;S1;E17
Hush Now Lullaby;Hush now! Quiet now!;S1;E17
Hush Now Lullaby;It's time to lay your sleepy head!;S1;E17
Hush Now Lullaby;Said hush now! Quiet now!;S1;E17
Hush Now Lullaby;It's time to go to bed!;S1;E17
Hush Now Lullaby;Driftin'  off to sleep!;S1;E17
Hush Now Lullaby;Exciting day behind you!;S1;E17
Hush Now Lullaby;Driftin'  off to sleep!;S1;E17
Hush Now Lullaby;Let the joy of dream land find you!;S1;E17
Hush Now Lullaby;Hush now! Quiet now!;S1;E17
Hush Now Lullaby;Lay your sleepy head!;S1;E17
Hush Now Lullaby;Said hush now! Quiet now!;S1;E17
Hush Now Lullaby;!;S1;E17
Hush Now Lullaby;Ow!;S1;E17
Cutie Mark Crusaders Song;We are the Cutie Mark Crusaders... ;S1;E18
Cutie Mark Crusaders Song;...Never stop the journey... ;S1;E18
Cutie Mark Crusaders Song;They all say that you will get your mark;S1;E18
Cutie Mark Crusaders Song;When the time is really right;S1;E18
Cutie Mark Crusaders Song;And you know just what you're supposed to do;S1;E18
Cutie Mark Crusaders Song; And your talent comes to light!;S1;E18
Cutie Mark Crusaders Song;Look, here, are three little ponies,;S1;E18
Cutie Mark Crusaders Song;Ready to sing for this crowd,;S1;E18
Cutie Mark Crusaders Song;Listen up, 'cause here's our story;S1;E18
Cutie Mark Crusaders Song;I'm gonna sing it;S1;E18
Cutie Mark Crusaders Song;Very loud!;S1;E18
Cutie Mark Crusaders Song;When you're a younger pony;S1;E18
Cutie Mark Crusaders Song;And your flank is very bare;S1;E18
Cutie Mark Crusaders Song;Feels like the sun will never come;S1;E18
Cutie Mark Crusaders Song;When your cutie mark's not there;S1;E18
Cutie Mark Crusaders Song;So the three of us will fight the fight;S1;E18
Cutie Mark Crusaders Song;There is nothing that we fear;S1;E18
Cutie Mark Crusaders Song;We'll have to figure out what we'll do next;S1;E18
Cutie Mark Crusaders Song;'Til our cutie marks are here!;S1;E18
Cutie Mark Crusaders Song;We are the Cutie Mark Crusaders;S1;E18
Cutie Mark Crusaders Song;On a quest to find out who we are;S1;E18
Cutie Mark Crusaders Song;And we will never stop the journey;S1;E18
Cutie Mark Crusaders Song;Not until we have our cutie marks;S1;E18
Cutie Mark Crusaders Song;They all say that you'll get your mark;S1;E18
Cutie Mark Crusaders Song;When the time is really right;S1;E18
Cutie Mark Crusaders Song;And you know just what you're supposed to do;S1;E18
Cutie Mark Crusaders Song;And your talent comes to light;S1;E18
Cutie Mark Crusaders Song;But it's not as easy as it sounds;S1;E18
Cutie Mark Crusaders Song;And that waiting's hard to do;S1;E18
Cutie Mark Crusaders Song;So we test our talents everywhere;S1;E18
Cutie Mark Crusaders Song;Until our face is blue;S1;E18
Cutie Mark Crusaders Song;We are the Cutie Mark Crusaders;S1;E18
Cutie Mark Crusaders Song;On a quest to find out who we are;S1;E18
Cutie Mark Crusaders Song;And we will never stop the journey;S1;E18
Cutie Mark Crusaders Song;Not until we have our cutie marks;S1;E18
Cutie Mark Crusaders Song;We are the Cutie Mark Crusaders;S1;E18
Cutie Mark Crusaders Song;On a quest to find out who we are;S1;E18
Cutie Mark Crusaders Song;And we will never stop the journey;S1;E18
Cutie Mark Crusaders Song;Not until we have our cutie marks!;S1;E18
You Got to Share, You Got to Care;We may be divided;S1;E21
You Got to Share, You Got to Care;But of you all, I beg;S1;E21
You Got to Share, You Got to Care;To remember we're all hoofed;S1;E21
You Got to Share, You Got to Care;At the end of each leg;S1;E21
You Got to Share, You Got to Care;No matter what the issue;S1;E21
You Got to Share, You Got to Care;Come from wherever you please;S1;E21
You Got to Share, You Got to Care;All this fighting gets you nothing;S1;E21
You Got to Share, You Got to Care;But hoof-and-mouth disease;S1;E21
You Got to Share, You Got to Care;Arguing's not the way;S1;E21
You Got to Share, You Got to Care;Hey, come out and play!;S1;E21
You Got to Share, You Got to Care;It's a shiny, new day;S1;E21
You Got to Share, You Got to Care;So, what do you say?;S1;E21
You Got to Share, You Got to Care;You gotta share;S1;E21
You Got to Share, You Got to Care;You gotta care;S1;E21
You Got to Share, You Got to Care;It's the right thing to do;S1;E21
You Got to Share, You Got to Care;You gotta share;S1;E21
You Got to Share, You Got to Care;You gotta care;S1;E21
You Got to Share, You Got to Care;And there'll always be a way through;S1;E21
You Got to Share, You Got to Care;Both our diets, I should mention;S1;E21
You Got to Share, You Got to Care;Are completely vegetarian;S1;E21
You Got to Share, You Got to Care;We all eat hay and oats;S1;E21
You Got to Share, You Got to Care;Why be at each other's throat?;S1;E21
You Got to Share, You Got to Care;You gotta share;S1;E21
You Got to Share, You Got to Care;You gotta care;S1;E21
You Got to Share, You Got to Care;It's the right thing to do;S1;E21
You Got to Share, You Got to Care;And there'll always be a way;S1;E21
You Got to Share, You Got to Care;Throoooough!;S1;E21
You Got to Share, You Got to Care;–what do you say?;S1;E21
You Got to Share, You Got to Care;You gotta share;S1;E21
You Got to Share, You Got to Care;You gotta care;S1;E21
You Got to Share, You Got to Care;It's the right thing to do;S1;E21
So Many Wonders;What is this place;S1;E23
So Many Wonders;Filled with so many wonders?;S1;E23
So Many Wonders;Casting its spell;S1;E23
So Many Wonders;That I am now under;S1;E23
So Many Wonders;Squirrels in the trees;S1;E23
So Many Wonders;And the cute little bunnies;S1;E23
So Many Wonders;Birds flying free;S1;E23
So Many Wonders;And bees with their honey;S1;E23
So Many Wonders;Hooooonneeeeeeey!;S1;E23
So Many Wonders;Oooh, what a magical place;S1;E23
So Many Wonders;And I owe it all to the Pegasus race;S1;E23
So Many Wonders;If I knew the ground had so much up its sleeve ;S1;E23
So Many Wonders;I'd have come here sooner, and never leave;S1;E23
So Many Wonders;Yes, I love ev-er-ythiiiiing!;S1;E23
Pinkie Pie's Singing Telegram;This is your singing telegram;S1;E25
Pinkie Pie's Singing Telegram;I hope it finds you well;S1;E25
Pinkie Pie's Singing Telegram;You're invited to a party;S1;E25
Pinkie Pie's Singing Telegram;'Cause we think you're really swell;S1;E25
Pinkie Pie's Singing Telegram;Gummy's turning one year old;S1;E25
Pinkie Pie's Singing Telegram;So help us celebrate;S1;E25
Pinkie Pie's Singing Telegram;The cake will be delicious;S1;E25
Pinkie Pie's Singing Telegram;The festivities first-rate;S1;E25
Pinkie Pie's Singing Telegram;There will be games and dancing;S1;E25
Pinkie Pie's Singing Telegram;Bob for apples, cut a rug ;S1;E25
Pinkie Pie's Singing Telegram;And when the party's over;S1;E25
Pinkie Pie's Singing Telegram;We'll gather 'round for a group hug;S1;E25
Pinkie Pie's Singing Telegram;No need to bring a gift;S1;E25
Pinkie Pie's Singing Telegram;Being there will be enough;S1;E25
Pinkie Pie's Singing Telegram;Birthdays mean having fun with friends;S1;E25
Pinkie Pie's Singing Telegram;Not getting lots of stuff;S1;E25
Pinkie Pie's Singing Telegram;It won't be the same without you;S1;E25
Pinkie Pie's Singing Telegram;So we hope that you say yes;S1;E25
Pinkie Pie's Singing Telegram;So, please, oh please R.S.V.P.;S1;E25
Pinkie Pie's Singing Telegram;And come, and be our guest!;S1;E25
At the Gala;At the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;In the garden;S1;E26
At the Gala;I'm going to see them all;S1;E26
At the Gala;All the creatures;S1;E26
At the Gala;I'll befriend them at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;All the birdies;S1;E26
At the Gala;And the critters;S1;E26
At the Gala;They will love me big and small;S1;E26
At the Gala;We'll become good friends forever;S1;E26
At the Gala;Right here at the Gala!;S1;E26
At the Gala;All our dreams will come true;S1;E26
At the Gala;Right here at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;At the Gala ;S1;E26
At the Gala;I will sell them ;S1;E26
At the Gala;All my appletastic treats ;S1;E26
At the Gala;Hungry ponies ;S1;E26
At the Gala;They will buy them ;S1;E26
At the Gala;Caramel apples, apple sweets ;S1;E26
At the Gala;And I'll earn a lot of money;S1;E26
At the Gala;for the Apple family!;S1;E26
At the Gala;All our dreams and our hopes from now until hereafter;S1;E26
At the Gala;All that we've been wishing for will happen at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;All the royals;S1;E26
At the Gala;They will meet fair Rarity;S1;E26
At the Gala;They will see I'm just as regal at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;I will find him;S1;E26
At the Gala;My Prince Charming;S1;E26
At the Gala;And how gallant he will be;S1;E26
At the Gala;He will treat me like a lady;S1;E26
At the Gala;Tonight at the Gala!;S1;E26
At the Gala;This is what we've waited for to have the best night ever;S1;E26
At the Gala;Each of us will live our dreams;S1;E26
At the Gala;Tonight at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;Been dreamin';S1;E26
At the Gala;I've been waitin';S1;E26
At the Gala;To fly with those great ponies;S1;E26
At the Gala;The Wonderbolts, their daring tricks;S1;E26
At the Gala;Spinning 'round and having kicks;S1;E26
At the Gala;Perform for crowds of thousands;S1;E26
At the Gala;They'll shower us with diamonds;S1;E26
At the Gala;The Wonderbolts will see me right here at the Gala!;S1;E26
At the Gala;All we've longed for;S1;E26
At the Gala;All we've dreamed;S1;E26
At the Gala;Our happy ever after;S1;E26
At the Gala;Finally will all come true;S1;E26
At the Gala;Right here at the Grand Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;I am here at the Grand Gala;S1;E26
At the Gala;For it is the best party;S1;E26
At the Gala;But the one thing it was missing was a pony named Pinkie;S1;E26
At the Gala;For I am the best at parties, all the ponies will agree;S1;E26
At the Gala;Ponies playing;S1;E26
At the Gala;Ponies dancing;S1;E26
At the Gala;With me at the Grand Gala!;S1;E26
At the Gala;Happiness and laughter at the Gala;S1;E26
At the Gala;At the Gala;S1;E26
At the Gala;At the Gala ;S1;E26
At the Gala;With the Princess ;S1;E26
At the Gala;Is where I'm going to be ;S1;E26
At the Gala;We will talk all about magic and what I've learned and seen ;S1;E26
At the Gala;It is going to be so special;S1;E26
At the Gala;And she takes time just for me;S1;E26
At the Gala;Into the Gala we must go;S1;E26
At the Gala;We're ready now, we're all aglow;S1;E26
At the Gala;Into the Gala, let's go in and have the best night ever;S1;E26
At the Gala;Into the Gala, now's the time;S1;E26
At the Gala;We're ready and we look divine!;S1;E26
At the Gala;Into the Gala;S1;E26
At the Gala;Meet new friends;S1;E26
At the Gala;Into the Gala;S1;E26
At the Gala;Sell some apples;S1;E26
At the Gala;Into the Gala;S1;E26
At the Gala;Find my Prince;S1;E26
At the Gala;Prove I'm great;S1;E26
At the Gala;As a Wonderbolt is;S1;E26
At the Gala;Into the Gala;S1;E26
At the Gala;Into the Gala;S1;E26
At the Gala;At the Gala!;S1;E26
I'm at the Grand Galloping Gala;I'm at the Grand Galloping Gala,;S1;E26
I'm at the Grand Galloping Gala;I'm at the Grand Galloping Gala,;S1;E26
I'm at the Grand Galloping Gala;I'm at the Grand Galloping Gala,;S1;E26
I'm at the Grand Galloping Gala;It's all I ever dreamed.;S1;E26
I'm at the Grand Galloping Gala;It's all I ever dreamed, woo hoo!;S1;E26
I'm at the Grand Galloping Gala;It's all I ever dreamed, yippee!;S1;E26
I'm at the Grand Galloping Gala;I'm at the Grand Galloping GalaaaaaaaaaaAAAAAAAAAAAA!;S1;E26
I'm at the Grand Galloping Gala;It's all I've ever... dreamed?;S1;E26
Pony Pokey;You reach your right hoof in;S1;E26
Pony Pokey;You reach your right hoof out;S1;E26
Pony Pokey;You reach your right hoof in;S1;E26
Pony Pokey;And you shake it all about;S1;E26
Pony Pokey;You do the Pony Pokey meeting lots of folks with clout;S1;E26
Pony Pokey;That's what I'm talking about;S1;E26
Pony Pokey;You step your left hoof in;S1;E26
Pony Pokey;You pull it right back out;S1;E26
Pony Pokey;You step your left hoof in;S1;E26
Pony Pokey;But you better help him out;S1;E26
Pony Pokey;You do the Pony Pokey but should find a different route;S1;E26
Pony Pokey;That's what it's all about;S1;E26
Pony Pokey;You kick your back left in;S1;E26
Pony Pokey;You pull your back left out;S1;E26
Pony Pokey;You reach your back left in;S1;E26
Pony Pokey;Just be brave and have no doubt;S1;E26
Pony Pokey;You do the Pony Pokey feeling like you're gonna pout;S1;E26
Pony Pokey;That's what I'm singing about;S1;E26
Pony Pokey;You tilt your head in;S1;E26
Pony Pokey;You tilt your head out;S1;E26
Pony Pokey;You tilt your head in;S1;E26
Pony Pokey;Then you shake it all about;S1;E26
Pony Pokey;You do the Pony Pokey even though your date's a lout;S1;E26
Pony Pokey;You're better off without;S1;E26
Pony Pokey;You stomp your whole self in;S1;E26
Pony Pokey;You stomp your whole self out;S1;E26
Pony Pokey;You stomp your whole self in;S1;E26
Pony Pokey;And you stomp yourself about;S1;E26
Pony Pokey;You do the Pony Pokey and you give a little shout-;S1;E26
Pony Pokey;That's what I'm talking about;S1;E26
Pony Pokey;You do the Pony Pokey;S1;E26
Pony Pokey;You do the Pony Pokey;S1;E26
Pony Pokey;You do the Pony Pokey;S1;E26
Pony Pokey;And that's what it's all about;S1;E26
Pony Pokey;Yeah!;S1;E26
########################### Season 2 ###########################
Find A Pet Song;Now, Rainbow, my dear, I cannot express my delight;S2;E7
Find A Pet Song;It's abundantly clear;S2;E7
Find A Pet Song;That somewhere out here;S2;E7
Find A Pet Song;Is the pet that will suit you just right;S2;E7
Find A Pet Song;I can't wait to get started, but first let me set a few rules;S2;E7
Find A Pet Song;It's of utmost importance;S2;E7
Find A Pet Song;The pet that I get;S2;E7
Find A Pet Song;Is something that's awesome and cool;S2;E7
Find A Pet Song;I need something real fast like a bullet to keep up with me;S2;E7
Find A Pet Song;Sure! How 'bout a bunny?;S2;E7
Find A Pet Song;They're cutesy and wootsie and quick as can be;S2;E7
Find A Pet Song;Cutesy? Wootsie? Have you even met me?;S2;E7
Find A Pet Song;Rainbow, have faith;S2;E7
Find A Pet Song;You see, I will bet you;S2;E7
Find A Pet Song;Somewhere in here is the pet that will get you;S2;E7
Find A Pet Song;I have so many wonderful choices for you to decide;S2;E7
Find A Pet Song;There are otters and seals;S2;E7
Find A Pet Song;With massive appeal;S2;E7
Find A Pet Song;Wait! There must be a pet here;S2;E7
Find A Pet Song;That will fit the ticket;S2;E7
Find A Pet Song;How 'bout a ladybug, or a cute cricket?;S2;E7
Find A Pet Song;I have plenty of wonderful creatures who soar in the sky;S2;E7
Find A Pet Song;Like a sweet hummingbird or a giant monarch butterfly;S2;E7
Find A Pet Song;I see. How 'bout an owl, or a wasp, or a toucan?;S2;E7
Find A Pet Song;There's so many wonderful creatures the likes of that;S2;E7
Find A Pet Song;There are falcons and eagles;S2;E7
Find A Pet Song;They are both quite regal;S2;E7
Find A Pet Song;Or perhaps what you need is a dark and mysterious bat?;S2;E7
Find A Pet Song;The bat would be awesome, but the wasp I'm digging too;S2;E7
Find A Pet Song;Do you have something in a yellow striped bat?;S2;E7
Find A Pet Song;What to do, what to do? ;S2;E7
Find A Pet Song;A prize! That's it! There's really just one way;S2;E7
Find A Pet Song;To find out which animal's best;S2;E7
Find A Pet Song;Hold a contest of speed, agility, and guts;S2;E7
Find A Pet Song;That will put each pet to the test;S2;E7
Find A Pet Song;Don't forget style, that should be considered;S2;E7
Find A Pet Song;Then we'll know for sure who's best of the litter;S2;E7
Find A Pet Song;The one who is awesomest cool;S2;E7
Find A Pet Song;Just like me;S2;E7
Find A Pet Song;Can't settle for less, 'cause I'm the best;S2;E7
